"id"	"gene"	"description"
"R-DRE-6798695"	"IST1"	"Neutrophil degranulation"
"R-DRE-9668328"	"IST1"	"Sealing of the nuclear envelope (NE) by ESCRT-III"
"R-DRE-113501"	"PPP2CA"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"
"R-DRE-1295596"	"PPP2CA"	"Spry regulation of FGF signaling"
"R-DRE-141444"	"PPP2CA"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-180024"	"PPP2CA"	"DARPP-32 events"
"R-DRE-195253"	"PPP2CA"	"Degradation of beta-catenin by the destruction complex"
"R-DRE-196299"	"PPP2CA"	"Beta-catenin phosphorylation cascade"
"R-DRE-198753"	"PPP2CA"	"ERK/MAPK targets"
"R-DRE-202670"	"PPP2CA"	"ERKs are inactivated"
"R-DRE-2467813"	"PPP2CA"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"PPP2CA"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-2995383"	"PPP2CA"	"Initiation of Nuclear Envelope (NE) Reformation"
"R-DRE-389513"	"PPP2CA"	"CTLA4 inhibitory signaling"
"R-DRE-432142"	"PPP2CA"	"Platelet sensitization by LDL"
"R-DRE-5663220"	"PPP2CA"	"RHO GTPases Activate Formins"
"R-DRE-5673000"	"PPP2CA"	"RAF activation"
"R-DRE-5675221"	"PPP2CA"	"Negative regulation of MAPK pathway"
"R-DRE-6804757"	"PPP2CA"	"Regulation of TP53 Degradation"
"R-DRE-6811558"	"PPP2CA"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-69231"	"PPP2CA"	"Cyclin D associated events in G1"
"R-DRE-69273"	"PPP2CA"	"Cyclin A/B1/B2 associated events during G2/M transition"
"R-DRE-9648025"	"PPP2CA"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-975957"	"PPP2CA"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"R-DRE-193648"	"TIAM2A"	"NRAGE signals death through JNK"
"R-DRE-416482"	"TIAM2A"	"G alpha (12/13) signalling events"
"R-DRE-9013149"	"TIAM2A"	"RAC1 GTPase cycle"
"R-DRE-500753"	"DHODH"	"Pyrimidine biosynthesis"
"R-DRE-5389840"	"AURKAIP1"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"AURKAIP1"	"Mitochondrial translation termination"
"R-DRE-1181150"	"SMAD2"	"Signaling by NODAL"
"R-DRE-1502540"	"SMAD2"	"Signaling by Activin"
"R-DRE-2173788"	"SMAD2"	"Downregulation of TGF-beta receptor signaling"
"R-DRE-2173789"	"SMAD2"	"TGF-beta receptor signaling activates SMADs"
"R-DRE-2173795"	"SMAD2"	"Downregulation of SMAD2/3:SMAD4 transcriptional activity"
"R-DRE-2173796"	"SMAD2"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"
"R-DRE-5689880"	"SMAD2"	"Ub-specific processing proteases"
"R-DRE-9617828"	"SMAD2"	"FOXO-mediated transcription of cell cycle genes"
"R-DRE-525793"	"CTNNA2"	"Myogenesis"
"R-DRE-446193"	"ALG6"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"R-DRE-6798695"	"RNASET2"	"Neutrophil degranulation"
"R-DRE-156590"	"GSTA.1"	"Glutathione conjugation"
"R-DRE-189483"	"GSTA.1"	"Heme degradation"
"R-DRE-6803204"	"TRIAP1"	"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release"
"R-DRE-1227986"	"BTC"	"Signaling by ERBB2"
"R-DRE-1236394"	"BTC"	"Signaling by ERBB4"
"R-DRE-1250196"	"BTC"	"SHC1 events in ERBB2 signaling"
"R-DRE-1250342"	"BTC"	"PI3K events in ERBB4 signaling"
"R-DRE-1250347"	"BTC"	"SHC1 events in ERBB4 signaling"
"R-DRE-1257604"	"BTC"	"PIP3 activates AKT signaling"
"R-DRE-177929"	"BTC"	"Signaling by EGFR"
"R-DRE-179812"	"BTC"	"GRB2 events in EGFR signaling"
"R-DRE-180292"	"BTC"	"GAB1 signalosome"
"R-DRE-180336"	"BTC"	"SHC1 events in EGFR signaling"
"R-DRE-182971"	"BTC"	"EGFR downregulation"
"R-DRE-1963640"	"BTC"	"GRB2 events in ERBB2 signaling"
"R-DRE-1963642"	"BTC"	"PI3K events in ERBB2 signaling"
"R-DRE-212718"	"BTC"	"EGFR interacts with phospholipase C-gamma"
"R-DRE-5673001"	"BTC"	"RAF/MAP kinase cascade"
"R-DRE-6785631"	"BTC"	"ERBB2 Regulates Cell Motility"
"R-DRE-6811558"	"BTC"	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"R-DRE-8847993"	"BTC"	"ERBB2 Activates PTK6 Signaling"
"R-DRE-8856825"	"BTC"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-8856828"	"BTC"	"Clathrin-mediated endocytosis"
"R-DRE-8863795"	"BTC"	"Downregulation of ERBB2 signaling"
"R-DRE-9009391"	"BTC"	"Extra-nuclear estrogen signaling"
"R-DRE-174411"	"TEN1"	"Polymerase switching on the C-strand of the telomere"
"R-DRE-174430"	"TEN1"	"Telomere C-strand synthesis initiation"
"R-DRE-72165"	"SNRNP48"	"mRNA Splicing - Minor Pathway"
"R-DRE-6781823"	"XAB2"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-6782135"	"XAB2"	"Dual incision in TC-NER"
"R-DRE-6782210"	"XAB2"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-72163"	"XAB2"	"mRNA Splicing - Major Pathway"
"R-DRE-977606"	"RCA2.1"	"Regulation of Complement cascade"
"R-DRE-159236"	"SRSF9"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-72163"	"SRSF9"	"mRNA Splicing - Major Pathway"
"R-DRE-72187"	"SRSF9"	"mRNA 3'-end processing"
"R-DRE-156827"	"RPS6"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-DRE-166208"	"RPS6"	"mTORC1-mediated signalling"
"R-DRE-1799339"	"RPS6"	"SRP-dependent cotranslational protein targeting to membrane"
"R-DRE-6791226"	"RPS6"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-DRE-72649"	"RPS6"	"Translation initiation complex formation"
"R-DRE-72689"	"RPS6"	"Formation of a pool of free 40S subunits"
"R-DRE-72695"	"RPS6"	"Formation of the ternary complex, and subsequently, the 43S complex"
"R-DRE-72702"	"RPS6"	"Ribosomal scanning and start codon recognition"
"R-DRE-72706"	"RPS6"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-DRE-975956"	"RPS6"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"R-DRE-975957"	"RPS6"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"R-DRE-1169091"	"PSMC2"	"Activation of NF-kappaB in B cells"
"R-DRE-1234176"	"PSMC2"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-DRE-1236978"	"PSMC2"	"Cross-presentation of soluble exogenous antigens (endosomes)"
"R-DRE-174084"	"PSMC2"	"Autodegradation of Cdh1 by Cdh1:APC/C"
"R-DRE-174154"	"PSMC2"	"APC/C:Cdc20 mediated degradation of Securin"
"R-DRE-174178"	"PSMC2"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"R-DRE-174184"	"PSMC2"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"
"R-DRE-187577"	"PSMC2"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-DRE-195253"	"PSMC2"	"Degradation of beta-catenin by the destruction complex"
"R-DRE-2467813"	"PSMC2"	"Separation of Sister Chromatids"
"R-DRE-349425"	"PSMC2"	"Autodegradation of the E3 ubiquitin ligase COP1"
"R-DRE-350562"	"PSMC2"	"Regulation of ornithine decarboxylase (ODC)"
"R-DRE-382556"	"PSMC2"	"ABC-family proteins mediated transport"
"R-DRE-450408"	"PSMC2"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"
"R-DRE-4608870"	"PSMC2"	"Asymmetric localization of PCP proteins"
"R-DRE-4641257"	"PSMC2"	"Degradation of AXIN"
"R-DRE-4641258"	"PSMC2"	"Degradation of DVL"
"R-DRE-5358346"	"PSMC2"	"Hedgehog ligand biogenesis"
"R-DRE-5607761"	"PSMC2"	"Dectin-1 mediated noncanonical NF-kB signaling"
"R-DRE-5610780"	"PSMC2"	"Degradation of GLI1 by the proteasome"
"R-DRE-5610785"	"PSMC2"	"GLI3 is processed to GLI3R by the proteasome"
"R-DRE-5632684"	"PSMC2"	"Hedgehog 'on' state"
"R-DRE-5658442"	"PSMC2"	"Regulation of RAS by GAPs"
"R-DRE-5668541"	"PSMC2"	"TNFR2 non-canonical NF-kB pathway"
"R-DRE-5676590"	"PSMC2"	"NIK-->noncanonical NF-kB signaling"
"R-DRE-5687128"	"PSMC2"	"MAPK6/MAPK4 signaling"
"R-DRE-5689603"	"PSMC2"	"UCH proteinases"
"R-DRE-5689880"	"PSMC2"	"Ub-specific processing proteases"
"R-DRE-6798695"	"PSMC2"	"Neutrophil degranulation"
"R-DRE-68827"	"PSMC2"	"CDT1 association with the CDC6:ORC:origin complex"
"R-DRE-68949"	"PSMC2"	"Orc1 removal from chromatin"
"R-DRE-69017"	"PSMC2"	"CDK-mediated phosphorylation and removal of Cdc6"
"R-DRE-69481"	"PSMC2"	"G2/M Checkpoints"
"R-DRE-69601"	"PSMC2"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"
"R-DRE-75815"	"PSMC2"	"Ubiquitin-dependent degradation of Cyclin D"
"R-DRE-8852276"	"PSMC2"	"The role of GTSE1 in G2/M progression after G2 checkpoint"
"R-DRE-8854050"	"PSMC2"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"R-DRE-8932339"	"PSMC2"	"ROS sensing by NFE2L2"
"R-DRE-8939236"	"PSMC2"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"
"R-DRE-8939902"	"PSMC2"	"Regulation of RUNX2 expression and activity"
"R-DRE-8941858"	"PSMC2"	"Regulation of RUNX3 expression and activity"
"R-DRE-8948751"	"PSMC2"	"Regulation of PTEN stability and activity"
"R-DRE-8951664"	"PSMC2"	"Neddylation"
"R-DRE-983168"	"PSMC2"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-611105"	"NDUFS4"	"Respiratory electron transport"
"R-DRE-6799198"	"NDUFS4"	"Complex I biogenesis"
"R-DRE-211958"	"CYP3C1"	"Miscellaneous substrates"
"R-DRE-211981"	"CYP3C1"	"Xenobiotics"
"R-DRE-5423646"	"CYP3C1"	"Aflatoxin activation and detoxification"
"R-DRE-9027307"	"CYP3C1"	"Biosynthesis of maresin-like SPMs"
"R-DRE-1614558"	"TST"	"Degradation of cysteine and homocysteine"
"R-DRE-114608"	"TEX264A"	"Platelet degranulation "
"R-DRE-210991"	"PPIL2"	"Basigin interactions"
"R-DRE-2029482"	"ABI2B"	"Regulation of actin dynamics for phagocytic cup formation"
"R-DRE-4420097"	"ABI2B"	"VEGFA-VEGFR2 Pathway"
"R-DRE-5663213"	"ABI2B"	"RHO GTPases Activate WASPs and WAVEs"
"R-DRE-9013149"	"ABI2B"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"ABI2B"	"RAC2 GTPase cycle"
"R-DRE-9013423"	"ABI2B"	"RAC3 GTPase cycle"
"R-DRE-2132295"	"AP1B1"	"MHC class II antigen presentation"
"R-DRE-432720"	"AP1B1"	"Lysosome Vesicle Biogenesis"
"R-DRE-432722"	"AP1B1"	"Golgi Associated Vesicle Biogenesis"
"R-DRE-2473224"	"FSTA"	"Antagonism of Activin by Follistatin"
"R-DRE-611105"	"ETFB"	"Respiratory electron transport"
"R-DRE-8876725"	"ETFB"	"Protein methylation"
"R-DRE-5662702"	"SLC45A2"	"Melanin biosynthesis"
"R-DRE-1169091"	"PSMB6"	"Activation of NF-kappaB in B cells"
"R-DRE-1234176"	"PSMB6"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-DRE-1236978"	"PSMB6"	"Cross-presentation of soluble exogenous antigens (endosomes)"
"R-DRE-174084"	"PSMB6"	"Autodegradation of Cdh1 by Cdh1:APC/C"
"R-DRE-174154"	"PSMB6"	"APC/C:Cdc20 mediated degradation of Securin"
"R-DRE-174178"	"PSMB6"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"R-DRE-174184"	"PSMB6"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"
"R-DRE-187577"	"PSMB6"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-DRE-195253"	"PSMB6"	"Degradation of beta-catenin by the destruction complex"
"R-DRE-2467813"	"PSMB6"	"Separation of Sister Chromatids"
"R-DRE-349425"	"PSMB6"	"Autodegradation of the E3 ubiquitin ligase COP1"
"R-DRE-350562"	"PSMB6"	"Regulation of ornithine decarboxylase (ODC)"
"R-DRE-382556"	"PSMB6"	"ABC-family proteins mediated transport"
"R-DRE-450408"	"PSMB6"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"
"R-DRE-4608870"	"PSMB6"	"Asymmetric localization of PCP proteins"
"R-DRE-4641257"	"PSMB6"	"Degradation of AXIN"
"R-DRE-4641258"	"PSMB6"	"Degradation of DVL"
"R-DRE-5358346"	"PSMB6"	"Hedgehog ligand biogenesis"
"R-DRE-5607761"	"PSMB6"	"Dectin-1 mediated noncanonical NF-kB signaling"
"R-DRE-5610780"	"PSMB6"	"Degradation of GLI1 by the proteasome"
"R-DRE-5610785"	"PSMB6"	"GLI3 is processed to GLI3R by the proteasome"
"R-DRE-5632684"	"PSMB6"	"Hedgehog 'on' state"
"R-DRE-5658442"	"PSMB6"	"Regulation of RAS by GAPs"
"R-DRE-5668541"	"PSMB6"	"TNFR2 non-canonical NF-kB pathway"
"R-DRE-5676590"	"PSMB6"	"NIK-->noncanonical NF-kB signaling"
"R-DRE-5687128"	"PSMB6"	"MAPK6/MAPK4 signaling"
"R-DRE-5689603"	"PSMB6"	"UCH proteinases"
"R-DRE-5689880"	"PSMB6"	"Ub-specific processing proteases"
"R-DRE-68827"	"PSMB6"	"CDT1 association with the CDC6:ORC:origin complex"
"R-DRE-68949"	"PSMB6"	"Orc1 removal from chromatin"
"R-DRE-69017"	"PSMB6"	"CDK-mediated phosphorylation and removal of Cdc6"
"R-DRE-69481"	"PSMB6"	"G2/M Checkpoints"
"R-DRE-69601"	"PSMB6"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"
"R-DRE-75815"	"PSMB6"	"Ubiquitin-dependent degradation of Cyclin D"
"R-DRE-8852276"	"PSMB6"	"The role of GTSE1 in G2/M progression after G2 checkpoint"
"R-DRE-8854050"	"PSMB6"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"R-DRE-8932339"	"PSMB6"	"ROS sensing by NFE2L2"
"R-DRE-8939236"	"PSMB6"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"
"R-DRE-8939902"	"PSMB6"	"Regulation of RUNX2 expression and activity"
"R-DRE-8941858"	"PSMB6"	"Regulation of RUNX3 expression and activity"
"R-DRE-8948751"	"PSMB6"	"Regulation of PTEN stability and activity"
"R-DRE-8951664"	"PSMB6"	"Neddylation"
"R-DRE-983168"	"PSMB6"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-2559580"	"MAP4K4"	"Oxidative Stress Induced Senescence"
"R-DRE-204005"	"TRAPPC1"	"COPII-mediated vesicle transport"
"R-DRE-6798695"	"TRAPPC1"	"Neutrophil degranulation"
"R-DRE-8876198"	"TRAPPC1"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-159227"	"ALYREF"	"Transport of the SLBP independent Mature mRNA"
"R-DRE-159230"	"ALYREF"	"Transport of the SLBP Dependant Mature mRNA"
"R-DRE-159231"	"ALYREF"	"Transport of Mature mRNA Derived from an Intronless Transcript"
"R-DRE-159236"	"ALYREF"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-72163"	"ALYREF"	"mRNA Splicing - Major Pathway"
"R-DRE-72187"	"ALYREF"	"mRNA 3'-end processing"
"R-DRE-376176"	"PFN1"	"Signaling by ROBO receptors"
"R-DRE-4086400"	"PFN1"	"PCP/CE pathway"
"R-DRE-5663220"	"PFN1"	"RHO GTPases Activate Formins"
"R-DRE-156827"	"RPS9"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-DRE-1799339"	"RPS9"	"SRP-dependent cotranslational protein targeting to membrane"
"R-DRE-6791226"	"RPS9"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-DRE-72649"	"RPS9"	"Translation initiation complex formation"
"R-DRE-72689"	"RPS9"	"Formation of a pool of free 40S subunits"
"R-DRE-72695"	"RPS9"	"Formation of the ternary complex, and subsequently, the 43S complex"
"R-DRE-72702"	"RPS9"	"Ribosomal scanning and start codon recognition"
"R-DRE-72706"	"RPS9"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-DRE-975956"	"RPS9"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"R-DRE-975957"	"RPS9"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"R-DRE-8980692"	"SLKA"	"RHOA GTPase cycle"
"R-DRE-9013106"	"SLKA"	"RHOC GTPase cycle"
"R-DRE-163615"	"PRKACAB"	"PKA activation"
"R-DRE-164378"	"PRKACAB"	"PKA activation in glucagon signalling"
"R-DRE-180024"	"PRKACAB"	"DARPP-32 events"
"R-DRE-381676"	"PRKACAB"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"
"R-DRE-392517"	"PRKACAB"	"Rap1 signalling"
"R-DRE-422356"	"PRKACAB"	"Regulation of insulin secretion"
"R-DRE-432040"	"PRKACAB"	"Vasopressin regulates renal water homeostasis via Aquaporins"
"R-DRE-4420097"	"PRKACAB"	"VEGFA-VEGFR2 Pathway"
"R-DRE-442720"	"PRKACAB"	"CREB1 phosphorylation through the activation of Adenylate Cyclase"
"R-DRE-5610785"	"PRKACAB"	"GLI3 is processed to GLI3R by the proteasome"
"R-DRE-5610787"	"PRKACAB"	"Hedgehog 'off' state"
"R-DRE-5687128"	"PRKACAB"	"MAPK6/MAPK4 signaling"
"R-DRE-8853659"	"PRKACAB"	"RET signaling"
"R-DRE-8963896"	"PRKACAB"	"HDL assembly"
"R-DRE-983231"	"PRKACAB"	"Factors involved in megakaryocyte development and platelet production"
"R-DRE-264876"	"SLC30A5"	"Insulin processing"
"R-DRE-435368"	"SLC30A5"	"Zinc efflux and compartmentalization by the SLC30 family"
"R-DRE-70171"	"ENO3"	"Glycolysis"
"R-DRE-70263"	"ENO3"	"Gluconeogenesis"
"R-DRE-9668328"	"SPAST"	"Sealing of the nuclear envelope (NE) by ESCRT-III"
"R-DRE-525793"	"MEF2CB"	"Myogenesis"
"R-DRE-8980692"	"PGRMC2"	"RHOA GTPase cycle"
"R-DRE-9013405"	"PGRMC2"	"RHOD GTPase cycle"
"R-DRE-9013408"	"PGRMC2"	"RHOG GTPase cycle"
"R-DRE-430039"	"SMX5"	"mRNA decay by 5' to 3' exoribonuclease"
"R-DRE-72163"	"SMX5"	"mRNA Splicing - Major Pathway"
"R-DRE-72165"	"SMX5"	"mRNA Splicing - Minor Pathway"
"R-DRE-446193"	"MPDU1B"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"R-DRE-202427"	"PTPN22"	"Phosphorylation of CD3 and TCR zeta chains"
"R-DRE-171319"	"ANKRD28B"	"Telomere Extension By Telomerase"
"R-DRE-204005"	"ANKRD28B"	"COPII-mediated vesicle transport"
"R-DRE-211945"	"NQO1"	"Phase I - Functionalization of compounds"
"R-DRE-350562"	"NQO1"	"Regulation of ornithine decarboxylase (ODC)"
"R-DRE-917729"	"VPS25"	"Endosomal Sorting Complex Required For Transport (ESCRT)"
"R-DRE-2129379"	"EMILIN1B"	"Molecules associated with elastic fibres"
"R-DRE-3769402"	"SOX19B"	"Deactivation of the beta-catenin transactivating complex"
"R-DRE-5389840"	"DAP3"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"DAP3"	"Mitochondrial translation termination"
"R-DRE-5696395"	"CHD1L"	"Formation of Incision Complex in GG-NER"
"R-DRE-5696400"	"CHD1L"	"Dual Incision in GG-NER"
"R-DRE-379716"	"PPA1B"	"Cytosolic tRNA aminoacylation"
"R-DRE-379726"	"PPA1B"	"Mitochondrial tRNA aminoacylation"
"R-DRE-71737"	"PPA1B"	"Pyrophosphate hydrolysis"
"R-DRE-2559584"	"ASF1BB"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"
"R-DRE-381426"	"KTN1"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-5625970"	"KTN1"	"RHO GTPases activate KTN1"
"R-DRE-8957275"	"KTN1"	"Post-translational protein phosphorylation"
"R-DRE-8980692"	"KTN1"	"RHOA GTPase cycle"
"R-DRE-9013148"	"KTN1"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"KTN1"	"RAC1 GTPase cycle"
"R-DRE-9013408"	"KTN1"	"RHOG GTPase cycle"
"R-DRE-9696264"	"KTN1"	"RND3 GTPase cycle"
"R-DRE-9696270"	"KTN1"	"RND2 GTPase cycle"
"R-DRE-212676"	"LIN7C"	"Dopamine Neurotransmitter Release Cycle"
"R-DRE-212300"	"DNMT3BB.1"	"PRC2 methylates histones and DNA"
"R-DRE-4655427"	"DNMT3BB.1"	"SUMOylation of DNA methylation proteins"
"R-DRE-3214847"	"JADE1"	"HATs acetylate histones"
"R-DRE-5389840"	"MRPL4"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPL4"	"Mitochondrial translation termination"
"R-DRE-193634"	"ARHGDIA"	"Axonal growth inhibition (RHOA activation)"
"R-DRE-209563"	"ARHGDIA"	"Axonal growth stimulation"
"R-DRE-8980692"	"ARHGDIA"	"RHOA GTPase cycle"
"R-DRE-9013106"	"ARHGDIA"	"RHOC GTPase cycle"
"R-DRE-9013148"	"ARHGDIA"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"ARHGDIA"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"ARHGDIA"	"RAC2 GTPase cycle"
"R-DRE-9013407"	"ARHGDIA"	"RHOH GTPase cycle"
"R-DRE-9013408"	"ARHGDIA"	"RHOG GTPase cycle"
"R-DRE-114608"	"CFD"	"Platelet degranulation "
"R-DRE-173736"	"CFD"	"Alternative complement activation"
"R-DRE-6798695"	"CFD"	"Neutrophil degranulation"
"R-DRE-390522"	"TPM2"	"Striated Muscle Contraction"
"R-DRE-445355"	"TPM2"	"Smooth Muscle Contraction"
"R-DRE-9013424"	"TPM2"	"RHOV GTPase cycle"
"R-DRE-611105"	"NDUFB2"	"Respiratory electron transport"
"R-DRE-6799198"	"NDUFB2"	"Complex I biogenesis"
"R-DRE-629587"	"CHRND"	"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"R-DRE-8849932"	"FLOT2A"	"Synaptic adhesion-like molecules"
"R-DRE-8980692"	"FLOT2A"	"RHOA GTPase cycle"
"R-DRE-9013106"	"FLOT2A"	"RHOC GTPase cycle"
"R-DRE-9696264"	"FLOT2A"	"RND3 GTPase cycle"
"R-DRE-9696273"	"FLOT2A"	"RND1 GTPase cycle"
"R-DRE-5673001"	"RAPGEF2"	"RAF/MAP kinase cascade"
"R-DRE-5693565"	"EYA1"	"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"
"R-DRE-1234176"	"CUL2"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-DRE-8951664"	"CUL2"	"Neddylation"
"R-DRE-983168"	"CUL2"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-6811436"	"PAFAH1B3"	"COPI-independent Golgi-to-ER retrograde traffic"
"R-DRE-189200"	"SLC2A10"	"Cellular hexose transport"
"R-DRE-5389840"	"MRPL18"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPL18"	"Mitochondrial translation termination"
"R-DRE-983168"	"UNKL"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-380108"	"CCL20A.3"	"Chemokine receptors bind chemokines"
"R-DRE-416476"	"CCL20A.3"	"G alpha (q) signalling events"
"R-DRE-111447"	"YWHAE2"	"Activation of BAD and translocation to mitochondria "
"R-DRE-2028269"	"YWHAE2"	"Signaling by Hippo"
"R-DRE-2565942"	"YWHAE2"	"Regulation of PLK1 Activity at G2/M Transition"
"R-DRE-3371453"	"YWHAE2"	"Regulation of HSF1-mediated heat shock response"
"R-DRE-3371511"	"YWHAE2"	"HSF1 activation"
"R-DRE-380259"	"YWHAE2"	"Loss of Nlp from mitotic centrosomes"
"R-DRE-380270"	"YWHAE2"	"Recruitment of mitotic centrosome proteins and complexes"
"R-DRE-380284"	"YWHAE2"	"Loss of proteins required for interphase microtubule organization from the centrosome"
"R-DRE-380320"	"YWHAE2"	"Recruitment of NuMA to mitotic centrosomes"
"R-DRE-5620912"	"YWHAE2"	"Anchoring of the basal body to the plasma membrane"
"R-DRE-5625740"	"YWHAE2"	"RHO GTPases activate PKNs"
"R-DRE-5628897"	"YWHAE2"	"TP53 Regulates Metabolic Genes"
"R-DRE-75035"	"YWHAE2"	"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"
"R-DRE-8854518"	"YWHAE2"	"AURKA Activation by TPX2"
"R-DRE-8876198"	"YWHAE2"	"RAB GEFs exchange GTP for GDP on RABs"
"R-DRE-163210"	"ATP5E"	"Formation of ATP by chemiosmotic coupling"
"R-DRE-8949613"	"ATP5E"	"Cristae formation"
"R-DRE-1632852"	"CHMP4BA"	"Macroautophagy"
"R-DRE-917729"	"CHMP4BA"	"Endosomal Sorting Complex Required For Transport (ESCRT)"
"R-DRE-9668328"	"CHMP4BA"	"Sealing of the nuclear envelope (NE) by ESCRT-III"
"R-DRE-2559580"	"TNIKA"	"Oxidative Stress Induced Senescence"
"R-DRE-156581"	"AHCY"	"Methylation"
"R-DRE-1614635"	"AHCY"	"Sulfur amino acid metabolism"
"R-DRE-3214841"	"DPY30"	"PKMTs methylate histone lysines"
"R-DRE-8936459"	"DPY30"	"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function"
"R-DRE-5205685"	"TOMM6"	"PINK1-PRKN Mediated Mitophagy"
"R-DRE-376176"	"PFN2L"	"Signaling by ROBO receptors"
"R-DRE-4086400"	"PFN2L"	"PCP/CE pathway"
"R-DRE-5663220"	"PFN2L"	"RHO GTPases Activate Formins"
"R-DRE-6791226"	"SENP3B"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-DRE-8856825"	"TOR1"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-197264"	"PARP8"	"Nicotinamide salvaging"
"R-DRE-211935"	"CYP2Y3"	"Fatty acids"
"R-DRE-211958"	"CYP2Y3"	"Miscellaneous substrates"
"R-DRE-211981"	"CYP2Y3"	"Xenobiotics"
"R-DRE-211999"	"CYP2Y3"	"CYP2E1 reactions"
"R-DRE-2142670"	"CYP2Y3"	"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"
"R-DRE-2142816"	"CYP2Y3"	"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"
"R-DRE-5423646"	"CYP2Y3"	"Aflatoxin activation and detoxification"
